trial,seed,median_log10_ratio,abs_median_log10
0,1000,0.013126344692792632,0.013126344692792632
1,1001,-0.01679876203902452,0.01679876203902452
2,1002,-0.0372845712973952,0.0372845712973952
3,1003,-0.01975033343888606,0.01975033343888606
4,1004,0.09290868722772216,0.09290868722772216
5,1005,0.029463170743475466,0.029463170743475466
6,1006,-0.013517611506311838,0.013517611506311838
7,1007,-0.013713319328584293,0.013713319328584293
8,1008,0.011714208527468378,0.011714208527468378
9,1009,0.029489876252726335,0.029489876252726335
10,1010,-0.04575783590985092,0.04575783590985092
11,1011,0.007202726983845534,0.007202726983845534
12,1012,-0.0023408607270056785,0.0023408607270056785
13,1013,-0.023007201898581808,0.023007201898581808
14,1014,-0.027320308450971557,0.027320308450971557
15,1015,0.05038766354393214,0.05038766354393214
16,1016,-0.02361293985580802,0.02361293985580802
17,1017,0.003411991194608811,0.003411991194608811
18,1018,0.04373659303882364,0.04373659303882364
19,1019,-0.024096872407480336,0.024096872407480336
20,1020,0.03917806693069873,0.03917806693069873
21,1021,0.052127777384722476,0.052127777384722476
22,1022,-0.02622561624218875,0.02622561624218875
23,1023,0.018399856163554818,0.018399856163554818
24,1024,0.022496149803541973,0.022496149803541973
25,1025,-0.052472372178178246,0.052472372178178246
26,1026,-0.04050103204032999,0.04050103204032999
27,1027,-0.016936387803570582,0.016936387803570582
28,1028,-0.004969643315793143,0.004969643315793143
29,1029,0.0581302513061034,0.0581302513061034
30,1030,-0.0073056702683123925,0.0073056702683123925
31,1031,-0.024487975463192257,0.024487975463192257
32,1032,-0.016521796066071005,0.016521796066071005
33,1033,-0.01977475210422845,0.01977475210422845
34,1034,0.08810220343153265,0.08810220343153265
35,1035,-0.07971989083813566,0.07971989083813566
36,1036,-0.05292549582580183,0.05292549582580183
37,1037,-0.029521541454386395,0.029521541454386395
38,1038,0.015203168239604376,0.015203168239604376
39,1039,-0.0017333094500608958,0.0017333094500608958
40,1040,0.04807529046783222,0.04807529046783222
41,1041,-0.004978126187729522,0.004978126187729522
42,1042,-0.04138950458965455,0.04138950458965455
43,1043,-0.006876790834325306,0.006876790834325306
44,1044,0.0015898029877864802,0.0015898029877864802
45,1045,0.08265809249427422,0.08265809249427422
46,1046,-0.05114146104852813,0.05114146104852813
47,1047,-0.01870039076897292,0.01870039076897292
48,1048,-0.023597973347976812,0.023597973347976812
49,1049,0.06993825592678889,0.06993825592678889
50,1050,-0.05690295947968122,0.05690295947968122
51,1051,0.011770910977158421,0.011770910977158421
52,1052,0.02348771804666642,0.02348771804666642
53,1053,0.0028866255697493873,0.0028866255697493873
54,1054,0.011508484852339958,0.011508484852339958
55,1055,0.012614696780549975,0.012614696780549975
56,1056,0.01930082539912351,0.01930082539912351
57,1057,0.12727682094253487,0.12727682094253487
58,1058,-0.06346649726585074,0.06346649726585074
59,1059,0.03544422818327878,0.03544422818327878
60,1060,-0.025693561594032775,0.025693561594032775
61,1061,-0.04050103204032999,0.04050103204032999
62,1062,0.024667370738390617,0.024667370738390617
63,1063,0.06315911653947931,0.06315911653947931
64,1064,-0.047953475805154,0.047953475805154
65,1065,-0.015571029961968148,0.015571029961968148
66,1066,-0.007934844874461298,0.007934844874461298
67,1067,0.023525825359062776,0.023525825359062776
68,1068,0.039642929535035724,0.039642929535035724
69,1069,-0.0589981629027864,0.0589981629027864
70,1070,0.0843504244623829,0.0843504244623829
71,1071,0.04284058868931738,0.04284058868931738
72,1072,-0.07934630448869183,0.07934630448869183
73,1073,0.012287976878969865,0.012287976878969865
74,1074,0.005663497772976707,0.005663497772976707
75,1075,0.02487117101640786,0.02487117101640786
76,1076,0.05369524718233537,0.05369524718233537
77,1077,0.06811984535894115,0.06811984535894115
78,1078,0.017777199220518892,0.017777199220518892
79,1079,-0.040229632867334664,0.040229632867334664
80,1080,-0.0257298052727671,0.0257298052727671
81,1081,0.02660141804594918,0.02660141804594918
82,1082,0.016350442095883048,0.016350442095883048
83,1083,-0.027272631540170563,0.027272631540170563
84,1084,0.07003322190279863,0.07003322190279863
85,1085,-0.04575783590985092,0.04575783590985092
86,1086,-0.0012056245912794195,0.0012056245912794195
87,1087,0.06827574378732541,0.06827574378732541
88,1088,0.008395146829619537,0.008395146829619537
89,1089,-0.04853111666984791,0.04853111666984791
90,1090,-0.0009582165290055949,0.0009582165290055949
91,1091,-0.039223885484186295,0.039223885484186295
92,1092,-0.013605216154454924,0.013605216154454924
93,1093,0.10244623020581911,0.10244623020581911
94,1094,-0.03406609463690213,0.03406609463690213
95,1095,0.057668528228354235,0.057668528228354235
96,1096,-0.012286283513202021,0.012286283513202021
97,1097,0.07191155628795247,0.07191155628795247
98,1098,-0.05344577079462066,0.05344577079462066
99,1099,-0.07202808166199057,0.07202808166199057
100,1100,0.004903110215212968,0.004903110215212968
101,1101,0.0035840536901387415,0.0035840536901387415
102,1102,0.025687026934362974,0.025687026934362974
103,1103,-0.0340416720946793,0.0340416720946793
104,1104,0.0544599504479455,0.0544599504479455
105,1105,0.038127119367627395,0.038127119367627395
106,1106,-0.075742637750751,0.075742637750751
107,1107,0.004569820277424736,0.004569820277424736
108,1108,0.09142507508528168,0.09142507508528168
109,1109,0.04014811106861089,0.04014811106861089
110,1110,-0.026619208637069576,0.026619208637069576
111,1111,0.028569745413716048,0.028569745413716048
112,1112,0.03262642259141429,0.03262642259141429
113,1113,-0.021832931592819783,0.021832931592819783
114,1114,-0.016779172361161707,0.016779172361161707
115,1115,0.011110175453452251,0.011110175453452251
116,1116,0.0966924997264834,0.0966924997264834
117,1117,-0.018591536984381648,0.018591536984381648
118,1118,-0.07837153322183614,0.07837153322183614
119,1119,0.043805373416818075,0.043805373416818075
120,1120,-0.05525607547713287,0.05525607547713287
121,1121,0.01168060856327993,0.01168060856327993
122,1122,0.0093046168754767,0.0093046168754767
123,1123,0.004573320867040087,0.004573320867040087
124,1124,-0.015886005977609714,0.015886005977609714
125,1125,0.057963296464516166,0.057963296464516166
126,1126,0.024878727542517284,0.024878727542517284
127,1127,-0.010736984411462673,0.010736984411462673
128,1128,0.02544311413569624,0.02544311413569624
129,1129,0.02390378353258118,0.02390378353258118
130,1130,-0.06080591794631423,0.06080591794631423
131,1131,0.023709360159475786,0.023709360159475786
132,1132,0.005965173761494416,0.005965173761494416
133,1133,-0.022347134409174307,0.022347134409174307
134,1134,-0.013595727940264108,0.013595727940264108
135,1135,-0.09891966744495818,0.09891966744495818
136,1136,0.05291469067421468,0.05291469067421468
137,1137,-0.036423813930231336,0.036423813930231336
138,1138,0.0012283945117631978,0.0012283945117631978
139,1139,-0.013103010781714811,0.013103010781714811
140,1140,-0.021130828868044703,0.021130828868044703
141,1141,-0.042966150228354205,0.042966150228354205
142,1142,-0.001760027457149252,0.001760027457149252
143,1143,0.07404458173873013,0.07404458173873013
144,1144,-0.0703852299250617,0.0703852299250617
145,1145,0.009869792331679958,0.009869792331679958
146,1146,-0.040275933712092475,0.040275933712092475
147,1147,-0.0073056702683123925,0.0073056702683123925
148,1148,-0.024308236869628606,0.024308236869628606
149,1149,0.039473686892486044,0.039473686892486044
150,1150,-0.043596269874380734,0.043596269874380734
151,1151,0.009353756687007376,0.009353756687007376
152,1152,0.036373593802143354,0.036373593802143354
153,1153,0.004744298897976936,0.004744298897976936
154,1154,-0.009090381246638015,0.009090381246638015
155,1155,-0.04127276114344061,0.04127276114344061
156,1156,0.0008016448287446929,0.0008016448287446929
157,1157,-0.050567049105231736,0.050567049105231736
158,1158,0.06424960605956663,0.06424960605956663
159,1159,0.009869792331679958,0.009869792331679958
160,1160,-0.026878200307722238,0.026878200307722238
161,1161,-0.025156871511401103,0.025156871511401103
162,1162,-0.026004070632951945,0.026004070632951945
163,1163,0.032204579752355814,0.032204579752355814
164,1164,0.036373593802143354,0.036373593802143354
165,1165,0.06092517647865067,0.06092517647865067
166,1166,-0.03603521139336264,0.03603521139336264
167,1167,-0.020785943623492537,0.020785943623492537
168,1168,0.006983924084077013,0.006983924084077013
169,1169,-0.029544444654821266,0.029544444654821266
